report,date,day,time,rssi_strongest,rssi,rsrq,usuario,ruta,sector,net_op_code,net_type,data_state,data_act,data_rx,data_tx,umts_neighbors,lte_neighbors,psc_pci,rssnr,lat,long,band,arfcn,fecha_hora,distancia_sep,tiempo_sep,cluster,rating,velocidad[m/s],angulo_dir,handover,dif_data_tx,dif_data_rx,rssi_ant,rsrq_ant,dif_potencia,dif_calidad
0,2021-12-15,miércoles,11:58:49,-120.0,-112.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146330650.0,135037902.0,0.0,2.0,3.0,7.0,-0.18247639,-78.33188003,2100,2250.0,2021-12-15 11:58:49,0.0,0.0,686,7.09,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-12-15,miércoles,11:58:50,-122.0,-113.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146334065.0,135040304.0,0.0,2.0,3.0,7.0,-0.18247639,-78.33188003,2100,2250.0,2021-12-15 11:58:50,0.0,1.0,686,7.2,0.0,0.0,0,2402.0,3415.0,-112.0,-12.0,-1.0,1.0
2,2021-12-15,miércoles,11:58:51,-122.0,-113.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146338638.0,135042018.0,0.0,2.0,3.0,7.0,-0.18250114,-78.33189298,2100,2250.0,2021-12-15 11:58:51,3.11,1.0,686,7.2,3.11,242.38,0,1714.0,4573.0,-113.0,-11.0,0.0,0.0
3,2021-12-15,miércoles,11:58:52,-122.0,-113.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146348455.0,135046410.0,0.0,2.0,3.0,7.0,-0.18252549,-78.33191259,2100,2250.0,2021-12-15 11:58:52,3.48,1.0,686,7.2,3.48,231.15,0,4392.0,9817.0,-113.0,-11.0,0.0,0.0
4,2021-12-15,miércoles,11:58:53,-121.0,-114.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146373610.0,135052387.0,0.0,2.0,3.0,7.0,-0.18255079,-78.3319345,2100,2250.0,2021-12-15 11:58:53,3.72,1.0,686,7.33,3.72,229.11,0,5977.0,25155.0,-113.0,-11.0,-1.0,-1.0
5,2021-12-15,miércoles,11:58:54,-121.0,-114.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146413805.0,135068867.0,0.0,2.0,3.0,7.0,-0.18258195,-78.3319621,2100,2250.0,2021-12-15 11:58:54,4.63,1.0,686,7.33,4.63,228.47,0,16480.0,40195.0,-114.0,-12.0,0.0,0.0
6,2021-12-15,miércoles,11:58:55,-121.0,-114.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146431174.0,135078815.0,0.0,2.0,3.0,7.0,-0.1826213,-78.33199682,2100,2250.0,2021-12-15 11:58:55,5.84,1.0,80,7.33,5.84,228.58,0,9948.0,17369.0,-114.0,-12.0,0.0,0.0
7,2021-12-15,miércoles,11:58:56,-122.0,-113.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146439190.0,135084032.0,0.0,3.0,3.0,7.0,-0.18266803,-78.33203512,2100,2250.0,2021-12-15 11:58:56,6.72,1.0,80,7.2,6.72,230.66,0,5217.0,8016.0,-114.0,-12.0,1.0,1.0
8,2021-12-15,miércoles,11:58:57,-122.0,-113.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146456100.0,135088781.0,0.0,3.0,3.0,7.0,-0.1827114,-78.33207835,2100,2250.0,2021-12-15 11:58:57,6.81,1.0,80,7.2,6.81,225.09,0,4749.0,16910.0,-113.0,-11.0,0.0,0.0
9,2021-12-15,miércoles,11:58:58,-122.0,-110.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146478111.0,135094858.0,0.0,3.0,3.0,7.0,-0.18276,-78.33212159,2100,2250.0,2021-12-15 11:58:58,7.23,1.0,80,6.82,7.23,228.34,0,6077.0,22011.0,-113.0,-11.0,3.0,1.0
10,2021-12-15,miércoles,11:58:59,-122.0,-110.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146486266.0,135099966.0,0.0,3.0,3.0,9.0,-0.18281356,-78.33216542,2100,2250.0,2021-12-15 11:58:59,7.7,1.0,705,6.84,7.7,230.71,0,5108.0,8155.0,-110.0,-10.0,0.0,0.0
11,2021-12-15,miércoles,11:59:00,-119.0,-110.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146497763.0,135104484.0,0.0,2.0,3.0,9.0,-0.18287089,-78.33222062,2100,2250.0,2021-12-15 11:59:00,8.85,1.0,705,6.83,8.85,226.08,0,4518.0,11497.0,-110.0,-10.0,0.0,1.0
12,2021-12-15,miércoles,11:59:01,-119.0,-110.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146502245.0,135106240.0,0.0,2.0,3.0,9.0,-0.18293513,-78.33228011,2100,2250.0,2021-12-15 11:59:01,9.74,1.0,705,6.83,9.74,227.2,0,1756.0,4482.0,-110.0,-9.0,0.0,0.0
13,2021-12-15,miércoles,11:59:02,-119.0,-110.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146532747.0,135119507.0,0.0,2.0,3.0,9.0,-0.18300593,-78.33233979,2100,2250.0,2021-12-15 11:59:02,10.3,1.0,253,6.83,10.3,229.87,0,13267.0,30502.0,-110.0,-9.0,0.0,0.0
14,2021-12-15,miércoles,11:59:03,-118.0,-113.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146549988.0,135126382.0,0.0,3.0,3.0,9.0,-0.1830773,-78.33240503,2100,2250.0,2021-12-15 11:59:03,10.75,1.0,253,7.21,10.75,227.57,0,6875.0,17241.0,-110.0,-9.0,-3.0,-1.0
15,2021-12-15,miércoles,11:59:04,-118.0,-113.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146564749.0,135129969.0,0.0,3.0,3.0,9.0,-0.18315436,-78.33247561,2100,2250.0,2021-12-15 11:59:04,11.62,1.0,926,7.21,11.62,227.51,0,3587.0,14761.0,-113.0,-10.0,0.0,0.0
16,2021-12-15,miércoles,11:59:05,-116.0,-110.0,-14.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146582953.0,135134456.0,0.0,2.0,3.0,9.0,-0.18322938,-78.33254291,2100,2250.0,2021-12-15 11:59:05,11.21,1.0,926,6.89,11.21,228.1,0,4487.0,18204.0,-113.0,-10.0,3.0,-4.0
17,2021-12-15,miércoles,11:59:06,-116.0,-110.0,-14.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146591837.0,135137737.0,0.0,2.0,3.0,5.0,-0.18331335,-78.33261126,2100,2250.0,2021-12-15 11:59:06,12.04,1.0,926,6.86,12.04,230.86,0,3281.0,8884.0,-110.0,-14.0,0.0,0.0
18,2021-12-15,miércoles,11:59:07,-117.0,-108.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146603746.0,135144623.0,0.0,2.0,3.0,5.0,-0.18340086,-78.33269172,2100,2250.0,2021-12-15 11:59:07,13.22,1.0,373,6.56,13.22,227.4,0,6886.0,11909.0,-110.0,-14.0,2.0,4.0
19,2021-12-15,miércoles,11:59:08,-117.0,-108.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146612508.0,135146226.0,0.0,2.0,3.0,11.0,-0.18349134,-78.33277446,2100,2250.0,2021-12-15 11:59:08,13.63,1.0,373,6.62,13.63,227.56,0,1603.0,8762.0,-108.0,-10.0,0.0,0.0
20,2021-12-15,miércoles,11:59:09,-117.0,-108.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146616421.0,135147609.0,0.0,2.0,3.0,11.0,-0.18357339,-78.33286003,2100,2250.0,2021-12-15 11:59:09,13.18,1.0,373,6.62,13.18,223.8,0,1383.0,3913.0,-108.0,-10.0,0.0,0.0
21,2021-12-15,miércoles,11:59:10,-117.0,-108.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146621991.0,135149599.0,0.0,2.0,3.0,11.0,-0.18367022,-78.33294225,2100,2250.0,2021-12-15 11:59:10,14.12,1.0,170,6.63,14.12,229.66,0,1990.0,5570.0,-108.0,-10.0,0.0,-1.0
22,2021-12-15,miércoles,11:59:11,-117.0,-108.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146625810.0,135151047.0,0.0,2.0,3.0,11.0,-0.18376745,-78.33302718,2100,2250.0,2021-12-15 11:59:11,14.36,1.0,170,6.63,14.36,228.86,0,1448.0,3819.0,-108.0,-11.0,0.0,0.0
23,2021-12-15,miércoles,11:59:12,-116.0,-105.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146658019.0,135173219.0,0.0,2.0,3.0,11.0,-0.18386519,-78.33311241,2100,2250.0,2021-12-15 11:59:12,14.42,1.0,947,6.25,14.42,228.91,0,22172.0,32209.0,-108.0,-11.0,3.0,1.0
24,2021-12-15,miércoles,11:59:13,-116.0,-105.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146801014.0,135177104.0,0.0,2.0,3.0,11.0,-0.18397002,-78.33319728,2100,2250.0,2021-12-15 11:59:13,15.0,1.0,387,6.25,15.0,231.01,0,3885.0,142995.0,-105.0,-10.0,0.0,0.0
25,2021-12-15,miércoles,11:59:14,-116.0,-105.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146804268.0,135178433.0,0.0,2.0,3.0,11.0,-0.18407424,-78.33328488,2100,2250.0,2021-12-15 11:59:14,15.14,1.0,11,6.25,15.14,229.95,0,1329.0,3254.0,-105.0,-10.0,0.0,0.0
26,2021-12-15,miércoles,11:59:15,-112.0,-108.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146808617.0,135180153.0,0.0,3.0,3.0,4.0,-0.18416556,-78.33335705,2100,2250.0,2021-12-15 11:59:15,12.94,1.0,396,6.58,12.94,231.68,0,1720.0,4349.0,-105.0,-10.0,-3.0,-2.0
27,2021-12-15,miércoles,11:59:16,-112.0,-108.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146812299.0,135181653.0,0.0,3.0,3.0,4.0,-0.18426913,-78.3334442,2100,2250.0,2021-12-15 11:59:16,15.05,1.0,539,6.58,15.05,229.92,0,1500.0,3682.0,-108.0,-12.0,0.0,0.0
28,2021-12-15,miércoles,11:59:17,-112.0,-108.0,-12.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146815778.0,135182966.0,0.0,3.0,3.0,13.0,-0.18436123,-78.33351951,2100,2250.0,2021-12-15 11:59:17,13.23,1.0,539,6.67,13.23,230.73,0,1313.0,3479.0,-108.0,-12.0,0.0,0.0
29,2021-12-15,miércoles,11:59:18,-117.0,-104.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146819800.0,135184584.0,0.0,2.0,3.0,13.0,-0.18446293,-78.33360966,2100,2250.0,2021-12-15 11:59:18,15.11,1.0,155,6.15,15.11,228.45,0,1618.0,4022.0,-108.0,-12.0,4.0,3.0
30,2021-12-15,miércoles,11:59:19,-117.0,-104.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146823542.0,135185940.0,0.0,2.0,3.0,13.0,-0.18457145,-78.33370019,2100,2250.0,2021-12-15 11:59:19,15.71,1.0,438,6.15,15.71,230.16,0,1356.0,3742.0,-104.0,-9.0,0.0,0.0
31,2021-12-15,miércoles,11:59:20,-118.0,-103.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146827124.0,135187443.0,0.0,3.0,3.0,13.0,-0.18466703,-78.3337899,2100,2250.0,2021-12-15 11:59:20,14.58,1.0,438,6.05,14.58,226.81,0,1503.0,3582.0,-104.0,-9.0,1.0,-2.0
32,2021-12-15,miércoles,11:59:21,-118.0,-103.0,-11.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146831237.0,135189192.0,0.0,3.0,3.0,15.0,-0.18477233,-78.33387569,2100,2250.0,2021-12-15 11:59:21,15.1,1.0,607,6.08,15.1,230.83,0,1749.0,4113.0,-103.0,-11.0,0.0,0.0
33,2021-12-15,miércoles,11:59:22,-116.0,-100.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146835059.0,135190568.0,0.0,3.0,3.0,15.0,-0.18487766,-78.33397008,2100,2250.0,2021-12-15 11:59:22,15.73,1.0,607,5.69,15.73,228.14,0,1376.0,3822.0,-103.0,-11.0,3.0,2.0
34,2021-12-15,miércoles,11:59:23,-116.0,-100.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146838355.0,135193124.0,0.0,3.0,3.0,15.0,-0.18497921,-78.33404661,2100,2250.0,2021-12-15 11:59:23,14.14,1.0,74,5.69,14.14,233.0,0,2556.0,3296.0,-100.0,-9.0,0.0,0.0
35,2021-12-15,miércoles,11:59:24,-113.0,-98.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146842694.0,135194541.0,0.0,3.0,3.0,18.0,-0.18508265,-78.33413318,2100,2250.0,2021-12-15 11:59:24,15.0,1.0,974,5.52,15.0,230.07,0,1417.0,4339.0,-100.0,-9.0,2.0,-1.0
36,2021-12-15,miércoles,11:59:25,-113.0,-98.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146851082.0,135196421.0,0.0,3.0,3.0,18.0,-0.18518413,-78.33422795,2100,2250.0,2021-12-15 11:59:25,15.44,1.0,431,5.52,15.44,226.96,0,1880.0,8388.0,-98.0,-10.0,0.0,0.0
37,2021-12-15,miércoles,11:59:26,-113.0,-98.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146855284.0,135198049.0,0.0,3.0,3.0,19.0,-0.18528518,-78.33431784,2100,2250.0,2021-12-15 11:59:26,15.04,1.0,819,5.55,15.04,228.34,0,1628.0,4202.0,-98.0,-10.0,0.0,0.0
38,2021-12-15,miércoles,11:59:27,-105.0,-94.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146859349.0,135200362.0,0.0,2.0,3.0,19.0,-0.18538737,-78.3344044,2100,2250.0,2021-12-15 11:59:27,14.89,1.0,274,5.04,14.89,229.73,0,2313.0,4065.0,-98.0,-10.0,4.0,2.0
39,2021-12-15,miércoles,11:59:28,-105.0,-94.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146862624.0,135201616.0,0.0,2.0,3.0,19.0,-0.18548585,-78.33448471,2100,2250.0,2021-12-15 11:59:28,14.13,1.0,153,5.04,14.13,230.8,0,1254.0,3275.0,-94.0,-8.0,0.0,0.0
40,2021-12-15,miércoles,11:59:29,-105.0,-94.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146866509.0,135203554.0,0.0,2.0,3.0,19.0,-0.18557923,-78.33457631,2100,2250.0,2021-12-15 11:59:29,14.54,1.0,153,5.04,14.54,225.55,0,1938.0,3885.0,-94.0,-8.0,0.0,0.0
41,2021-12-15,miércoles,11:59:30,-113.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146870219.0,135204917.0,0.0,1.0,3.0,19.0,-0.18567714,-78.33465922,2100,2250.0,2021-12-15 11:59:30,14.27,1.0,758,4.93,14.27,229.74,0,1363.0,3710.0,-94.0,-8.0,1.0,-1.0
42,2021-12-15,miércoles,11:59:31,-113.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146873155.0,135206501.0,0.0,1.0,3.0,19.0,-0.18577683,-78.33475162,2100,2250.0,2021-12-15 11:59:31,15.11,1.0,470,4.93,15.11,227.17,0,1584.0,2936.0,-93.0,-9.0,0.0,0.0
43,2021-12-15,miércoles,11:59:32,-113.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146877594.0,135209068.0,0.0,1.0,3.0,19.0,-0.18587721,-78.33484302,2100,2250.0,2021-12-15 11:59:32,15.1,1.0,991,4.93,15.1,227.68,0,2567.0,4439.0,-93.0,-9.0,0.0,0.0
44,2021-12-15,miércoles,11:59:33,-106.0,-88.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146881645.0,135210851.0,0.0,1.0,3.0,19.0,-0.18597262,-78.33492943,2100,2250.0,2021-12-15 11:59:33,14.31,1.0,32,4.32,14.31,227.83,0,1783.0,4051.0,-93.0,-9.0,5.0,1.0
45,2021-12-15,miércoles,11:59:34,-106.0,-88.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146885605.0,135212308.0,0.0,1.0,3.0,19.0,-0.1860782,-78.33503438,2100,2250.0,2021-12-15 11:59:34,16.55,1.0,620,4.32,16.55,225.17,0,1457.0,3960.0,-88.0,-8.0,0.0,0.0
46,2021-12-15,miércoles,11:59:35,-103.0,-88.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146889627.0,135213648.0,0.0,2.0,3.0,19.0,-0.18617546,-78.33512926,2100,2250.0,2021-12-15 11:59:35,15.11,1.0,118,4.33,15.11,225.71,0,1340.0,4022.0,-88.0,-8.0,0.0,-1.0
47,2021-12-15,miércoles,11:59:36,-103.0,-88.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146893807.0,135215168.0,0.0,2.0,3.0,19.0,-0.18627799,-78.33523264,2100,2250.0,2021-12-15 11:59:36,16.19,1.0,811,4.33,16.19,224.76,0,1520.0,4180.0,-88.0,-9.0,0.0,0.0
48,2021-12-15,miércoles,11:59:37,-103.0,-88.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146896628.0,135216423.0,0.0,2.0,3.0,19.0,-0.18637527,-78.33531311,2100,2250.0,2021-12-15 11:59:37,14.04,1.0,346,4.33,14.04,230.4,0,1255.0,2821.0,-88.0,-9.0,0.0,0.0
49,2021-12-15,miércoles,11:59:38,-109.0,-87.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146900513.0,135217925.0,0.0,1.0,3.0,19.0,-0.18647369,-78.33540188,2100,2250.0,2021-12-15 11:59:38,14.74,1.0,346,4.2,14.74,227.95,0,1502.0,3885.0,-88.0,-9.0,1.0,1.0
50,2021-12-15,miércoles,11:59:39,-109.0,-87.0,-8.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146903754.0,135219329.0,0.0,1.0,3.0,19.0,-0.18656995,-78.33548612,2100,2250.0,2021-12-15 11:59:39,14.22,1.0,809,4.2,14.22,228.81,0,1404.0,3241.0,-87.0,-8.0,0.0,0.0
51,2021-12-15,miércoles,11:59:40,-110.0,-88.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146907808.0,135220583.0,0.0,1.0,3.0,19.0,-0.18667033,-78.33557637,2100,2250.0,2021-12-15 11:59:40,15.01,1.0,227,4.34,15.01,228.04,0,1254.0,4054.0,-87.0,-8.0,-1.0,-2.0
52,2021-12-15,miércoles,11:59:41,-110.0,-88.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146911880.0,135222068.0,0.0,1.0,3.0,19.0,-0.18677045,-78.33566989,2100,2250.0,2021-12-15 11:59:41,15.23,1.0,978,4.34,15.23,226.95,0,1485.0,4072.0,-88.0,-10.0,0.0,0.0
53,2021-12-15,miércoles,11:59:42,-110.0,-88.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146915715.0,135223431.0,0.0,1.0,3.0,22.0,-0.1868764,-78.33575725,2100,2250.0,2021-12-15 11:59:42,15.27,1.0,906,4.43,15.27,230.49,0,1363.0,3835.0,-88.0,-10.0,0.0,0.0
54,2021-12-15,miércoles,11:59:43,-108.0,-90.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146919657.0,135224685.0,0.0,2.0,3.0,22.0,-0.18697791,-78.33584839,2100,2250.0,2021-12-15 11:59:43,15.17,1.0,906,4.65,15.17,228.08,0,1254.0,3942.0,-88.0,-10.0,-2.0,1.0
55,2021-12-15,miércoles,11:59:44,-108.0,-90.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146922870.0,135226797.0,0.0,2.0,3.0,19.0,-0.18708242,-78.33594436,2100,2250.0,2021-12-15 11:59:44,15.78,1.0,430,4.57,15.78,227.44,0,2112.0,3213.0,-90.0,-9.0,0.0,0.0
56,2021-12-15,miércoles,11:59:45,-108.0,-90.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146933946.0,135229040.0,0.0,2.0,3.0,19.0,-0.18718449,-78.33604076,2100,2250.0,2021-12-15 11:59:45,15.61,1.0,52,4.57,15.61,226.64,0,2243.0,11076.0,-90.0,-9.0,0.0,0.0
57,2021-12-15,miércoles,11:59:46,-106.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146938269.0,135230549.0,0.0,1.0,3.0,19.0,-0.18728957,-78.33612771,2100,2250.0,2021-12-15 11:59:46,15.17,1.0,456,4.93,15.17,230.39,0,1509.0,4323.0,-90.0,-9.0,-3.0,0.0
58,2021-12-15,miércoles,11:59:47,-106.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146942096.0,135231896.0,0.0,1.0,3.0,19.0,-0.18738933,-78.33623135,2100,2250.0,2021-12-15 11:59:47,16.0,1.0,864,4.93,16.0,223.91,0,1347.0,3827.0,-93.0,-9.0,0.0,0.0
59,2021-12-15,miércoles,11:59:48,-106.0,-93.0,-9.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146945938.0,135233343.0,0.0,1.0,3.0,19.0,-0.18749024,-78.33632267,2100,2250.0,2021-12-15 11:59:48,15.13,1.0,255,4.93,15.13,227.86,0,1447.0,3842.0,-93.0,-9.0,0.0,0.0
60,2021-12-15,miércoles,11:59:49,-111.0,-97.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146949597.0,135234739.0,0.0,1.0,3.0,19.0,-0.18759074,-78.33640915,2100,2250.0,2021-12-15 11:59:49,14.74,1.0,255,5.42,14.74,229.29,0,1396.0,3659.0,-93.0,-9.0,-4.0,-1.0
61,2021-12-15,miércoles,11:59:50,-111.0,-97.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146953358.0,135236079.0,0.0,1.0,3.0,19.0,-0.18768867,-78.33650243,2100,2250.0,2021-12-15 11:59:50,15.04,1.0,784,5.42,15.04,226.39,0,1340.0,3761.0,-97.0,-10.0,0.0,0.0
62,2021-12-15,miércoles,11:59:51,-111.0,-97.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146957676.0,135237626.0,0.0,1.0,3.0,14.0,-0.18778587,-78.33659489,2100,2250.0,2021-12-15 11:59:51,14.92,1.0,959,5.32,14.92,226.43,0,1547.0,4318.0,-97.0,-10.0,0.0,0.0
63,2021-12-15,miércoles,11:59:52,-103.0,-99.0,-13.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146961632.0,135239039.0,0.0,3.0,3.0,14.0,-0.18788248,-78.33668242,2100,2250.0,2021-12-15 11:59:52,14.5,1.0,959,5.61,14.5,227.82,0,1413.0,3956.0,-97.0,-10.0,-2.0,-3.0
64,2021-12-15,miércoles,11:59:53,-103.0,-99.0,-13.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146965466.0,135240368.0,0.0,3.0,3.0,4.0,-0.18798515,-78.3367672,2100,2250.0,2021-12-15 11:59:53,14.81,1.0,187,5.5,14.81,230.45,0,1329.0,3834.0,-99.0,-13.0,0.0,0.0
65,2021-12-15,miércoles,11:59:54,-103.0,-99.0,-13.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146975424.0,135244221.0,0.0,3.0,3.0,4.0,-0.18808529,-78.3368355,2100,2250.0,2021-12-15 11:59:54,13.48,1.0,951,5.5,13.48,235.7,0,3853.0,9958.0,-99.0,-13.0,0.0,0.0
66,2021-12-15,miércoles,11:59:55,-99.0,-101.0,-17.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146979029.0,135245686.0,0.0,2.0,3.0,4.0,-0.18818118,-78.33689926,2100,2250.0,2021-12-15 11:59:55,12.8,1.0,951,5.81,12.8,236.38,0,1465.0,3605.0,-99.0,-13.0,-2.0,-4.0
67,2021-12-15,miércoles,11:59:56,-99.0,-101.0,-17.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146982977.0,135247111.0,0.0,2.0,3.0,4.0,-0.18827934,-78.33699098,2100,2250.0,2021-12-15 11:59:56,14.94,1.0,299,5.81,14.94,226.94,0,1425.0,3948.0,-101.0,-17.0,0.0,0.0
68,2021-12-15,miércoles,11:59:57,-99.0,-101.0,-17.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146987296.0,135248474.0,0.0,2.0,3.0,4.0,-0.1883755,-78.33707041,2100,2250.0,2021-12-15 11:59:57,13.87,1.0,799,5.81,13.87,230.44,0,1363.0,4319.0,-101.0,-17.0,0.0,0.0
69,2021-12-15,miércoles,11:59:58,-94.0,-100.0,-18.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146991056.0,135249728.0,0.0,2.0,3.0,4.0,-0.18847324,-78.33716061,2100,2250.0,2021-12-15 11:59:58,14.79,1.0,5,5.71,14.79,227.3,0,1254.0,3760.0,-101.0,-17.0,1.0,-1.0
70,2021-12-15,miércoles,11:59:59,-94.0,-100.0,-18.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146994805.0,135251057.0,0.0,2.0,3.0,4.0,-0.18856991,-78.33724865,2100,2250.0,2021-12-15 11:59:59,14.54,1.0,5,5.71,14.54,227.68,0,1329.0,3749.0,-100.0,-18.0,0.0,0.0
71,2021-12-15,miércoles,12:00:00,-101.0,-93.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1146998693.0,135252397.0,0.0,1.0,4.0,4.0,-0.18866576,-78.33733149,2100,2250.0,2021-12-15 12:00:00,14.09,1.0,368,4.72,14.09,229.16,1,1340.0,3888.0,-100.0,-18.0,7.0,8.0
72,2021-12-15,miércoles,12:00:01,-101.0,-93.0,-10.0,R,RUTA 1,TABABELA,74001.0,LTE,CONNECTED,INOUT,1147002744.0,135253822.0,0.0,1.0,4.0,4.0,-0.18876207,-78.33740719,2100,2250.0,2021-12-15 12:00:01,13.62,1.0,368,4.72,13.62,231.83,0,1425.0,4051.0,-93.0,-10.0,0.0,0.0
