report,date,day,time,rssi_strongest,rssi,rsrq,usuario,ruta,sector,net_op_code,net_type,data_state,data_act,data_rx,data_tx,umts_neighbors,lte_neighbors,psc_pci,rssnr,lat,long,band,arfcn,fecha_hora,distancia_sep,tiempo_sep,cluster,rating,velocidad[m/s],angulo_dir,handover,dif_data_tx,dif_data_rx,rssi_ant,rsrq_ant,dif_potencia,dif_calidad
8071,2022-01-06,jueves,18:59:16,-78.0,-72.0,-12.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331886493.0,60874410.0,0.0,1.0,59.0,19.0,-0.21479974,-78.33466601,2100,2250.0,2022-01-06 18:59:16,18.28,1.0,720,2.48,18.28,52.06,0,1486.0,3933.0,-73.0,-10.0,1.0,-2.0
8072,2022-01-06,jueves,18:59:17,-78.0,-72.0,-12.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331887947.0,60876044.0,0.0,1.0,59.0,16.0,-0.21468059,-78.3345642,2100,2250.0,2022-01-06 18:59:17,17.43,1.0,251,2.39,17.43,49.49,0,1634.0,1454.0,-72.0,-12.0,0.0,0.0
8073,2022-01-06,jueves,18:59:18,-78.0,-72.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331891371.0,60877649.0,0.0,2.0,59.0,16.0,-0.21453114,-78.33448116,2100,2250.0,2022-01-06 18:59:18,19.01,1.0,843,2.41,19.01,60.94,0,1605.0,3424.0,-72.0,-12.0,0.0,-1.0
8074,2022-01-06,jueves,18:59:19,-78.0,-72.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331895504.0,60879131.0,0.0,2.0,59.0,17.0,-0.21438407,-78.33438258,2100,2250.0,2022-01-06 18:59:19,19.69,1.0,545,2.44,19.69,56.17,0,1482.0,4133.0,-72.0,-13.0,0.0,0.0
8075,2022-01-06,jueves,18:59:20,-81.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331899302.0,60880578.0,0.0,1.0,59.0,17.0,-0.21423786,-78.33428671,2100,2250.0,2022-01-06 18:59:20,19.44,1.0,399,2.79,19.44,56.75,0,1447.0,3798.0,-72.0,-13.0,-3.0,0.0
8076,2022-01-06,jueves,18:59:21,-81.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331902388.0,60882113.0,0.0,1.0,59.0,9.0,-0.21408558,-78.33418665,2100,2250.0,2022-01-06 18:59:21,20.26,1.0,88,2.63,20.26,56.69,0,1535.0,3086.0,-75.0,-13.0,0.0,0.0
8077,2022-01-06,jueves,18:59:22,-81.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331906323.0,60883538.0,0.0,1.0,59.0,9.0,-0.21393657,-78.33408925,2100,2250.0,2022-01-06 18:59:22,19.79,1.0,88,2.63,19.79,56.83,0,1425.0,3935.0,-75.0,-13.0,0.0,0.0
8078,2022-01-06,jueves,18:59:23,-80.0,-73.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331910142.0,60885299.0,0.0,1.0,59.0,9.0,-0.213785,-78.33398132,2100,2250.0,2022-01-06 18:59:23,20.69,1.0,423,2.39,20.69,54.55,0,1761.0,3819.0,-75.0,-13.0,2.0,0.0
8079,2022-01-06,jueves,18:59:24,-80.0,-73.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331912776.0,60886699.0,0.0,1.0,59.0,9.0,-0.21363007,-78.33388146,2100,2250.0,2022-01-06 18:59:24,20.5,1.0,550,2.39,20.5,57.2,0,1400.0,2634.0,-73.0,-13.0,0.0,0.0
8080,2022-01-06,jueves,18:59:25,-80.0,-73.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331915763.0,60888203.0,0.0,1.0,59.0,9.0,-0.21347816,-78.33378286,2100,2250.0,2022-01-06 18:59:25,20.14,1.0,163,2.39,20.14,57.01,0,1504.0,2987.0,-73.0,-13.0,0.0,0.0
8081,2022-01-06,jueves,18:59:26,-82.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331919598.0,60889654.0,0.0,2.0,59.0,9.0,-0.21333932,-78.33368663,2100,2250.0,2022-01-06 18:59:26,18.78,1.0,530,2.63,18.78,55.27,0,1451.0,3835.0,-73.0,-13.0,-2.0,0.0
8082,2022-01-06,jueves,18:59:27,-82.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331923096.0,60891116.0,0.0,2.0,59.0,9.0,-0.21318814,-78.33358886,2100,2250.0,2022-01-06 18:59:27,20.02,1.0,250,2.63,20.02,57.11,0,1462.0,3498.0,-75.0,-13.0,0.0,0.0
8083,2022-01-06,jueves,18:59:28,-82.0,-75.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331926922.0,60892677.0,0.0,2.0,59.0,3.0,-0.21303241,-78.33348732,2100,2250.0,2022-01-06 18:59:28,20.67,1.0,980,2.57,20.67,56.89,0,1561.0,3826.0,-75.0,-13.0,0.0,0.0
8084,2022-01-06,jueves,18:59:29,-87.0,-80.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331930639.0,60894337.0,0.0,1.0,59.0,3.0,-0.21288692,-78.33338192,2100,2250.0,2022-01-06 18:59:29,19.98,1.0,502,3.18,19.98,54.08,0,1660.0,3717.0,-75.0,-13.0,-5.0,0.0
8085,2022-01-06,jueves,18:59:30,-87.0,-80.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331934580.0,60895820.0,0.0,1.0,59.0,11.0,-0.2127299,-78.33328293,2100,2250.0,2022-01-06 18:59:30,20.64,1.0,844,3.26,20.64,57.77,0,1483.0,3941.0,-80.0,-13.0,0.0,0.0
8086,2022-01-06,jueves,18:59:31,-94.0,-86.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331937544.0,60897382.0,0.0,1.0,59.0,11.0,-0.21257083,-78.33318582,2100,2250.0,2022-01-06 18:59:31,20.72,1.0,410,4.0,20.72,58.6,0,1562.0,2964.0,-80.0,-13.0,-6.0,-1.0
8087,2022-01-06,jueves,18:59:32,-94.0,-86.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331941235.0,60899015.0,0.0,1.0,59.0,11.0,-0.21241716,-78.33308157,2100,2250.0,2022-01-06 18:59:32,20.65,1.0,410,4.0,20.65,55.85,0,1633.0,3691.0,-86.0,-14.0,0.0,0.0
8088,2022-01-06,jueves,18:59:33,-94.0,-92.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331944230.0,60900542.0,0.0,2.0,59.0,11.0,-0.21226304,-78.33298126,2100,2250.0,2022-01-06 18:59:33,20.45,1.0,69,4.75,20.45,56.94,0,1527.0,2995.0,-86.0,-14.0,-6.0,-1.0
8089,2022-01-06,jueves,18:59:34,-94.0,-92.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331947309.0,60902161.0,0.0,2.0,59.0,11.0,-0.21210359,-78.33287193,2100,2250.0,2022-01-06 18:59:34,21.5,1.0,795,4.75,21.5,55.56,0,1619.0,3079.0,-92.0,-15.0,0.0,0.0
8090,2022-01-06,jueves,18:59:35,-94.0,-92.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331950552.0,60903669.0,0.0,2.0,59.0,6.0,-0.2119503,-78.33277013,2100,2250.0,2022-01-06 18:59:35,20.46,1.0,898,4.69,20.46,56.41,0,1508.0,3243.0,-92.0,-15.0,0.0,0.0
8091,2022-01-06,jueves,18:59:36,-93.0,-95.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331954518.0,60905129.0,0.0,1.0,59.0,6.0,-0.2117921,-78.33265964,2100,2250.0,2022-01-06 18:59:36,21.46,1.0,307,5.06,21.46,55.07,0,1460.0,3966.0,-92.0,-15.0,-3.0,0.0
8092,2022-01-06,jueves,18:59:37,-93.0,-95.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331958422.0,60906483.0,0.0,1.0,59.0,4.0,-0.21162731,-78.33254822,2100,2250.0,2022-01-06 18:59:37,22.12,1.0,915,5.04,22.12,55.94,0,1354.0,3904.0,-95.0,-15.0,0.0,0.0
8093,2022-01-06,jueves,18:59:38,-96.0,-94.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331960834.0,60909026.0,0.0,1.0,58.0,4.0,-0.2114679,-78.33244618,2100,2250.0,2022-01-06 18:59:38,21.05,1.0,131,4.9,21.05,57.38,1,2543.0,2412.0,-95.0,-15.0,1.0,1.0
8094,2022-01-06,jueves,18:59:39,-96.0,-94.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331962420.0,60913029.0,0.0,1.0,58.0,10.0,-0.21130684,-78.33233709,2100,2250.0,2022-01-06 18:59:39,21.63,1.0,518,4.96,21.63,55.89,0,4003.0,1586.0,-94.0,-14.0,0.0,0.0
8095,2022-01-06,jueves,18:59:40,-97.0,-92.0,-12.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331964165.0,60916825.0,0.0,3.0,58.0,10.0,-0.21114527,-78.33222758,2100,2250.0,2022-01-06 18:59:40,21.7,1.0,232,4.68,21.7,55.87,0,3796.0,1745.0,-94.0,-14.0,2.0,2.0
8096,2022-01-06,jueves,18:59:41,-97.0,-92.0,-12.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331965425.0,60920629.0,0.0,3.0,58.0,10.0,-0.21098626,-78.3321193,2100,2250.0,2022-01-06 18:59:41,21.39,1.0,900,4.68,21.39,55.75,0,3804.0,1260.0,-92.0,-12.0,0.0,0.0
8097,2022-01-06,jueves,18:59:42,-97.0,-92.0,-12.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331966825.0,60924475.0,0.0,3.0,58.0,10.0,-0.21082143,-78.33201214,2100,2250.0,2022-01-06 18:59:42,21.86,1.0,311,4.68,21.86,56.97,0,3846.0,1400.0,-92.0,-12.0,0.0,0.0
8098,2022-01-06,jueves,18:59:43,-99.0,-91.0,-11.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331968163.0,60928205.0,0.0,3.0,58.0,10.0,-0.21065934,-78.33190017,2100,2250.0,2022-01-06 18:59:43,21.91,1.0,817,4.54,21.91,55.36,0,3730.0,1338.0,-92.0,-12.0,1.0,1.0
8099,2022-01-06,jueves,18:59:44,-99.0,-91.0,-11.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331969423.0,60932239.0,0.0,3.0,58.0,10.0,-0.21050319,-78.33179709,2100,2250.0,2022-01-06 18:59:44,20.81,1.0,401,4.54,20.81,56.57,0,4034.0,1260.0,-91.0,-11.0,0.0,0.0
8100,2022-01-06,jueves,18:59:45,-98.0,-93.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331971342.0,60936073.0,0.0,3.0,58.0,10.0,-0.21034833,-78.33168924,2100,2250.0,2022-01-06 18:59:45,20.98,1.0,26,4.84,20.98,55.15,0,3834.0,1919.0,-91.0,-11.0,-2.0,-3.0
8101,2022-01-06,jueves,18:59:46,-98.0,-93.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331972965.0,60938627.0,0.0,3.0,58.0,10.0,-0.2101944,-78.3315892,2100,2250.0,2022-01-06 18:59:46,20.41,1.0,636,4.84,20.41,56.98,0,2554.0,1623.0,-93.0,-14.0,0.0,0.0
8102,2022-01-06,jueves,18:59:47,-90.0,-85.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331974534.0,60940485.0,0.0,4.0,58.0,10.0,-0.2100452,-78.33148708,2100,2250.0,2022-01-06 18:59:47,20.1,1.0,348,3.85,20.1,55.61,0,1858.0,1569.0,-93.0,-14.0,8.0,1.0
8103,2022-01-06,jueves,18:59:48,-90.0,-85.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331976401.0,60943687.0,0.0,4.0,58.0,11.0,-0.20989961,-78.33138317,2100,2250.0,2022-01-06 18:59:48,19.89,1.0,554,3.86,19.89,54.48,0,3202.0,1867.0,-85.0,-13.0,0.0,0.0
8104,2022-01-06,jueves,18:59:49,-90.0,-85.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331979967.0,60945550.0,0.0,4.0,58.0,11.0,-0.20973291,-78.33130107,2100,2250.0,2022-01-06 18:59:49,20.66,1.0,707,3.86,20.66,63.78,0,1863.0,3566.0,-85.0,-13.0,0.0,0.0
8105,2022-01-06,jueves,18:59:50,-90.0,-94.0,-17.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331983268.0,60947168.0,0.0,4.0,58.0,11.0,-0.20954833,-78.33124426,2100,2250.0,2022-01-06 18:59:50,21.47,1.0,280,5.03,21.47,72.89,0,1618.0,3301.0,-85.0,-13.0,-9.0,-4.0
8106,2022-01-06,jueves,18:59:51,-90.0,-94.0,-17.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331987128.0,60948804.0,0.0,4.0,58.0,11.0,-0.20938817,-78.33117221,2100,2250.0,2022-01-06 18:59:51,19.53,1.0,90,5.03,19.53,65.78,0,1636.0,3860.0,-94.0,-17.0,0.0,0.0
8107,2022-01-06,jueves,18:59:52,-90.0,-93.0,-16.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331991363.0,60950222.0,0.0,5.0,57.0,11.0,-0.20922486,-78.33111839,2100,2250.0,2022-01-06 18:59:52,19.12,1.0,90,4.89,19.12,71.76,1,1418.0,4235.0,-94.0,-17.0,1.0,1.0
8108,2022-01-06,jueves,18:59:53,-90.0,-93.0,-16.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331995000.0,60951756.0,0.0,5.0,57.0,13.0,-0.20906476,-78.33107003,2100,2250.0,2022-01-06 18:59:53,18.6,1.0,512,4.92,18.6,73.19,0,1534.0,3637.0,-93.0,-16.0,0.0,0.0
8109,2022-01-06,jueves,18:59:54,-90.0,-93.0,-16.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,331998955.0,60953310.0,0.0,5.0,57.0,13.0,-0.20888992,-78.3310401,2100,2250.0,2022-01-06 18:59:54,19.72,1.0,247,4.92,19.72,80.29,0,1554.0,3955.0,-93.0,-16.0,0.0,0.0
8110,2022-01-06,jueves,18:59:55,-92.0,-94.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332002939.0,60954903.0,0.0,6.0,57.0,13.0,-0.20873228,-78.33103104,2100,2250.0,2022-01-06 18:59:55,17.56,1.0,247,5.02,17.56,86.71,0,1593.0,3984.0,-93.0,-16.0,-1.0,1.0
8111,2022-01-06,jueves,18:59:56,-92.0,-94.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332006359.0,60956535.0,0.0,6.0,57.0,13.0,-0.20856461,-78.33103438,2100,2250.0,2022-01-06 18:59:56,18.65,1.0,469,5.02,18.65,91.14,0,1632.0,3420.0,-94.0,-15.0,0.0,0.0
8112,2022-01-06,jueves,18:59:57,-92.0,-94.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332009677.0,60958032.0,0.0,6.0,57.0,10.0,-0.20840134,-78.33104799,2100,2250.0,2022-01-06 18:59:57,18.22,1.0,718,4.98,18.22,94.77,0,1497.0,3318.0,-94.0,-15.0,0.0,0.0
8113,2022-01-06,jueves,18:59:58,-97.0,-98.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332011736.0,60959640.0,0.0,6.0,57.0,10.0,-0.20823251,-78.33109765,2100,2250.0,2022-01-06 18:59:58,19.57,1.0,496,5.46,19.57,106.39,0,1608.0,2059.0,-94.0,-15.0,-4.0,0.0
8114,2022-01-06,jueves,18:59:59,-97.0,-98.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332015791.0,60961302.0,0.0,6.0,57.0,10.0,-0.20807786,-78.3311418,2100,2250.0,2022-01-06 18:59:59,17.88,1.0,986,5.46,17.88,105.93,0,1662.0,4055.0,-98.0,-15.0,0.0,0.0
8115,2022-01-06,jueves,19:00:00,-101.0,-97.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332019246.0,60962826.0,0.0,6.0,57.0,10.0,-0.20792756,-78.33120187,2100,2250.0,2022-01-06 19:00:00,18.0,1.0,9,5.32,18.0,111.78,0,1524.0,3455.0,-98.0,-15.0,1.0,1.0
8116,2022-01-06,jueves,19:00:01,-101.0,-97.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332023248.0,60964225.0,0.0,6.0,57.0,10.0,-0.20778399,-78.3312735,2100,2250.0,2022-01-06 19:00:01,17.84,1.0,172,5.32,17.84,116.52,0,1399.0,4002.0,-97.0,-14.0,0.0,0.0
8117,2022-01-06,jueves,19:00:02,-103.0,-96.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332026672.0,60965802.0,0.0,6.0,57.0,10.0,-0.20764418,-78.33134947,2100,2250.0,2022-01-06 19:00:02,17.69,1.0,172,5.2,17.69,118.52,0,1577.0,3424.0,-97.0,-14.0,1.0,0.0
8118,2022-01-06,jueves,19:00:03,-103.0,-96.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332031067.0,60967312.0,0.0,6.0,57.0,10.0,-0.20751217,-78.33142965,2100,2250.0,2022-01-06 19:00:03,17.17,1.0,953,5.2,17.17,121.27,0,1510.0,4395.0,-96.0,-14.0,0.0,0.0
8119,2022-01-06,jueves,19:00:04,-103.0,-96.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332034856.0,60968796.0,0.0,6.0,57.0,16.0,-0.20737277,-78.33151109,2100,2250.0,2022-01-06 19:00:04,17.95,1.0,407,5.3,17.95,120.29,0,1484.0,3789.0,-96.0,-14.0,0.0,0.0
8120,2022-01-06,jueves,19:00:05,-102.0,-97.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332037781.0,60971569.0,0.0,5.0,57.0,16.0,-0.20725567,-78.3315911,2100,2250.0,2022-01-06 19:00:05,15.77,1.0,696,5.42,15.77,124.34,0,2773.0,2925.0,-96.0,-14.0,-1.0,0.0
8121,2022-01-06,jueves,19:00:06,-102.0,-97.0,-14.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332040242.0,60974089.0,0.0,5.0,57.0,16.0,-0.20712478,-78.33166539,2100,2250.0,2022-01-06 19:00:06,16.74,1.0,409,5.42,16.74,119.58,0,2520.0,2461.0,-97.0,-14.0,0.0,0.0
8122,2022-01-06,jueves,19:00:07,-104.0,-98.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332044261.0,60977632.0,0.0,4.0,57.0,16.0,-0.20700176,-78.33174216,2100,2250.0,2022-01-06 19:00:07,16.12,1.0,409,5.52,16.12,121.97,0,3543.0,4019.0,-97.0,-14.0,-1.0,1.0
8123,2022-01-06,jueves,19:00:08,-104.0,-98.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332046459.0,60979465.0,0.0,4.0,57.0,16.0,-0.20688546,-78.33180647,2100,2250.0,2022-01-06 19:00:08,14.78,1.0,753,5.52,14.78,118.94,0,1833.0,2198.0,-98.0,-13.0,0.0,0.0
8124,2022-01-06,jueves,19:00:09,-96.0,-94.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332048913.0,60980981.0,0.0,3.0,57.0,16.0,-0.20677181,-78.331879,2100,2250.0,2022-01-06 19:00:09,14.99,1.0,597,5.04,14.99,122.55,0,1516.0,2454.0,-98.0,-13.0,4.0,0.0
8125,2022-01-06,jueves,19:00:10,-96.0,-94.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332050947.0,60983130.0,0.0,3.0,57.0,22.0,-0.20666346,-78.33194395,2100,2250.0,2022-01-06 19:00:10,14.05,1.0,249,5.19,14.05,120.94,0,2149.0,2034.0,-94.0,-13.0,0.0,0.0
8126,2022-01-06,jueves,19:00:11,-96.0,-94.0,-13.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332052311.0,60987071.0,0.0,3.0,57.0,22.0,-0.20655842,-78.33201271,2100,2250.0,2022-01-06 19:00:11,13.96,1.0,249,5.19,13.96,123.21,0,3941.0,1364.0,-94.0,-13.0,0.0,0.0
8127,2022-01-06,jueves,19:00:12,-96.0,-95.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332055491.0,60988646.0,0.0,1.0,57.0,18.0,-0.20645636,-78.33208163,2100,2250.0,2022-01-06 19:00:12,13.69,1.0,29,5.24,13.69,124.03,0,1575.0,3180.0,-94.0,-13.0,-1.0,-2.0
8128,2022-01-06,jueves,19:00:13,-96.0,-95.0,-15.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332059379.0,60990123.0,0.0,1.0,57.0,18.0,-0.2063524,-78.3321444,2100,2250.0,2022-01-06 19:00:13,13.5,1.0,29,5.24,13.5,121.12,0,1477.0,3888.0,-95.0,-15.0,0.0,0.0
8129,2022-01-06,jueves,19:00:14,-96.0,-89.0,-9.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332063223.0,60991555.0,0.0,2.0,31.0,18.0,-0.20625357,-78.33220815,2100,2250.0,2022-01-06 19:00:14,13.08,1.0,621,4.43,13.08,122.82,1,1432.0,3844.0,-95.0,-15.0,6.0,6.0
8130,2022-01-06,jueves,19:00:15,-96.0,-89.0,-9.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332067155.0,60993046.0,0.0,2.0,31.0,18.0,-0.20615372,-78.33227282,2100,2250.0,2022-01-06 19:00:15,13.23,1.0,621,4.43,13.23,122.93,0,1491.0,3932.0,-89.0,-9.0,0.0,0.0
8131,2022-01-06,jueves,19:00:16,-96.0,-89.0,-9.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332071043.0,60994534.0,0.0,2.0,31.0,18.0,-0.20605846,-78.33233848,2100,2250.0,2022-01-06 19:00:16,12.86,1.0,190,4.43,12.86,124.58,0,1488.0,3888.0,-89.0,-9.0,0.0,0.0
8132,2022-01-06,jueves,19:00:17,-96.0,-85.0,-8.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332074879.0,60995994.0,0.0,2.0,31.0,20.0,-0.20596503,-78.33240669,2100,2250.0,2022-01-06 19:00:17,12.86,1.0,572,3.99,12.86,126.13,0,1460.0,3836.0,-89.0,-9.0,4.0,1.0
8133,2022-01-06,jueves,19:00:18,-96.0,-85.0,-8.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332078585.0,60997312.0,0.0,2.0,31.0,20.0,-0.20586519,-78.33247848,2100,2250.0,2022-01-06 19:00:18,13.67,1.0,794,3.99,13.67,125.72,0,1318.0,3706.0,-85.0,-8.0,0.0,0.0
8134,2022-01-06,jueves,19:00:19,-96.0,-85.0,-8.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332081643.0,60999100.0,0.0,2.0,31.0,20.0,-0.2057667,-78.33254597,2100,2250.0,2022-01-06 19:00:19,13.28,1.0,794,3.99,13.28,124.42,0,1788.0,3058.0,-85.0,-8.0,0.0,0.0
8135,2022-01-06,jueves,19:00:20,-95.0,-80.0,-8.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332085218.0,61000994.0,0.0,3.0,31.0,17.0,-0.20567301,-78.33262219,2100,2250.0,2022-01-06 19:00:20,13.43,1.0,79,3.31,13.43,129.13,0,1894.0,3575.0,-85.0,-8.0,5.0,0.0
8136,2022-01-06,jueves,19:00:21,-95.0,-80.0,-8.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332089118.0,61002642.0,0.0,3.0,31.0,17.0,-0.20557496,-78.33269697,2100,2250.0,2022-01-06 19:00:21,13.71,1.0,931,3.31,13.71,127.33,0,1648.0,3900.0,-80.0,-8.0,0.0,0.0
8137,2022-01-06,jueves,19:00:22,-93.0,-76.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332092794.0,61004200.0,0.0,1.0,31.0,4.0,-0.20547606,-78.33276693,2100,2250.0,2022-01-06 19:00:22,13.47,1.0,931,2.6,13.47,125.27,0,1558.0,3676.0,-80.0,-8.0,4.0,1.0
8138,2022-01-06,jueves,19:00:23,-93.0,-76.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332096610.0,61005741.0,0.0,1.0,31.0,4.0,-0.2053713,-78.33284169,2100,2250.0,2022-01-06 19:00:23,14.31,1.0,506,2.6,14.31,125.51,0,1541.0,3816.0,-76.0,-7.0,0.0,0.0
8139,2022-01-06,jueves,19:00:24,-93.0,-76.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332099330.0,61007464.0,0.0,1.0,31.0,4.0,-0.20526499,-78.33291606,2100,2250.0,2022-01-06 19:00:24,14.43,1.0,888,2.6,14.43,124.98,0,1723.0,2720.0,-76.0,-7.0,0.0,0.0
8140,2022-01-06,jueves,19:00:25,-96.0,-77.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332102740.0,61009289.0,0.0,1.0,31.0,4.0,-0.20515322,-78.33298963,2100,2250.0,2022-01-06 19:00:25,14.88,1.0,140,2.72,14.88,123.35,0,1825.0,3410.0,-76.0,-7.0,-1.0,0.0
8141,2022-01-06,jueves,19:00:26,-96.0,-77.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332106006.0,61010935.0,0.0,1.0,31.0,10.0,-0.20503775,-78.33306592,2100,2250.0,2022-01-06 19:00:26,15.39,1.0,598,2.79,15.39,123.45,0,1646.0,3266.0,-77.0,-7.0,0.0,0.0
8142,2022-01-06,jueves,19:00:27,-95.0,-78.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332108318.0,61012548.0,0.0,4.0,31.0,10.0,-0.20492657,-78.3331443,2100,2250.0,2022-01-06 19:00:27,15.13,1.0,598,2.91,15.13,125.18,0,1613.0,2312.0,-77.0,-7.0,-1.0,0.0
8143,2022-01-06,jueves,19:00:28,-95.0,-78.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332109621.0,61014502.0,0.0,4.0,31.0,-4.0,-0.20481434,-78.3332236,2100,2250.0,2022-01-06 19:00:28,15.28,1.0,408,2.85,15.28,125.24,0,1954.0,1303.0,-78.0,-7.0,0.0,0.0
8144,2022-01-06,jueves,19:00:29,-95.0,-78.0,-7.0,R,RUTA 2,TABABELA,74001.0,LTE,CONNECTED,INOUT,332111216.0,61017631.0,0.0,4.0,31.0,-4.0,-0.20469775,-78.33329748,2100,2250.0,2022-01-06 19:00:29,15.35,1.0,746,2.85,15.35,122.36,0,3129.0,1595.0,-78.0,-7.0,0.0,0.0
